id,name,category,category_slug,city,city_slug,area,address,phone,email,website,pincode,rating,google_cid,active
just-candid-photography-ashok-nagar-udaipur,Just Candid Photography,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Ashok Nagar,"260, Rd Number 18, Opp. Hanuman park, Ashok Nagar, Udaipur, Rajasthan 313001",9109001785825,,,313001,4.2,5749979628228290465,yes
raanjhana-events-event-wedding-planner-in-udaipur-shobhagpura-udaipur,Raanjhana Events - Event & Wedding Planner in Udaipur,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Shobhagpura,"G-0, Royal Rajvilas, Shobhagpura Choraha, Block B 5, Shobhagpura, Udaipur, Rajasthan 313011",9108112230600,,,313011,4.3,9272238362264821695,yes
shubh-weddings-by-kunal-opposite-guru-nanak-dev-ji-gurudwara-udaipur,Shubh Weddings by Kunal,Wedding Photographers,wedding-photographers,Udaipur,udaipur,opposite Guru Nanak Dev Ji Gurudwara,"A 105 Pratap Nagar, opposite Guru Nanak Dev Ji Gurudwara, Udaipur, Rajasthan 313001",9108239248930,,,313001,5,8996118145869783628,yes
rex-studio-citys-prime-health-care-area-udaipur,Rex Studio,Wedding Photographers,wedding-photographers,Udaipur,udaipur,City's Prime Health Care Area,"L.I.C.Building, Delhi Gate Cir, City's Prime Health Care Area, Udaipur, Rajasthan 313001",9107357692953,,,313001,3.9,1636384683295959106,yes
imagesutra-panchwati-udaipur,IMAGESUTRA,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Panchwati,"49-B, Lenskart Showroom Lane, Panchwati, Udaipur, Rajasthan 313004",9107737777748,No Email found,http://www.instagram.com/imagesutra_abhinavsphotography,313004,5,16352989572094109192,yes
nj-art-studio-udaipur-brahmpol-rd-udaipur,NJ Art Studio-Udaipur,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Brahmpol Rd,"2 Nagar Parishad Colony, Brahmpol Rd, Udaipur, Rajasthan 313004",9109799247813,,http://www.njartstudioudaipur.com/,313004,4.9,16711875587095517063,yes
seven-pearl-events-hospitality-wedding-planner-in-udaipur-shakti-nagar-udaipur,Seven Pearl Events & Hospitality - Wedding Planner in Udaipur,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Shakti Nagar,"4th Floor, Amrit Shree Complex, 418-A, Ashok Nagar Main Rd, Digamber Jain Mandir, Shakti Nagar, Udaipur, Rajasthan 313001",9109828079007,weddings@sevenpearlindia.com,https://sevenpearlindia.com/,313001,4.9,17874023601838522370,yes
lavistudio-photography-loharo-ka-mohlla-nai-nai,Lavistudio & photography,Wedding Photographers,wedding-photographers,Nai,nai,Loharo ka mohlla nai,"Loharo ka mohlla nai, Udaipur, Rajasthan 313031",9108696462016,,,313031,5,7287675838512488919,yes
anchor-gaurav-fatnani-hiran-magri-udaipur,Anchor Gaurav Fatnani,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Hiran Magri,"666, opposite Gurudwara, Sector 11, Hiran Magri, Udaipur, Rajasthan 313001",9109680842239,destinationweddinganchor@gmail.com,https://www.wedmegood.com/profile/anchor-gaurav-fatnani-2864138,313001,5,12411625527754471994,yes
the-marriage-clicks-udaipur-pahada-udaipur,The Marriage Clicks udaipur,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Pahada,"Pahada, Udaipur, Rajasthan 313001",9108209989667,No Email found,https://www.instagram.com/themarriageclicksudaipur?igsh=ejU1YnlkYjVibmQ3,313001,5,1592534208775569004,yes
xpoze-studios-productions-udaipur-udaipur,XPOZE STUDIOS & PRODUCTIONS,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Udaipur,,9108619882950,,,,4.9,12835851330349052434,yes
trp-studio-shobhagpura-bypass-road-udaipur,TRP Studio,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Shobhagpura Bypass Road,"126, C Block, Meera Nagar, 100 Ft Mahila Police Station Road, Shobhagpura Bypass Road, Udaipur, Rajasthan 313001",9109828044427,,,313001,4.2,2451278624032806626,yes
moody-film-studio-best-wedding-photographers-in-udaipur-hiran-magri-udaipur,Moody Film Studio - Best Wedding Photographers In Udaipur,Wedding Photographers,wedding-photographers,Udaipur,udaipur,Hiran Magri,"26 , shahi complex colony, Sector 11, Hiran Magri, Udaipur, Rajasthan 313002",9108146316111,,,313002,5,6871341227104340845,yes
click-photos-destination-wedding-photographer-drone-jim-corbett-uttarakhand-kundeshwari-kashipur,Click Photos - Destination Wedding Photographer & Drone / Jim Corbett Uttarakhand,Wedding Photographers,wedding-photographers,Kashipur,kashipur,Kundeshwari,"SDM Cort, Kundeshwari, Kashipur, Uttarakhand 244713",9109756545066,No Email found,https://www.instagram.com/clickphotosuk/?igshid=1oud4di0ejp8l,244713,5,6796824240058489245,yes
couples-on-camera-photography-production-kashipur-ramnagar-destination-wedding-photographer-jim-corbett-uttarakhand-cheema-choraha-road-side-kashipur,"Couples on Camera, Photography Production kashipur, Ramnagar , Destination wedding photographer , Jim Corbett Uttarakhand.",Wedding Photographers,wedding-photographers,Kashipur,kashipur,Cheema Choraha Road Side,"by Aanand Homes, Cheema Choraha Road Side, Kashipur, Uttarakhand 244713",,,,244713,4.9,7863200337216527582,yes
sr-photography-wedding-moments-best-wedding-photographer-in-jim-corbett-ranikhet-rd-ramnagar,sr photography wedding moments - best wedding photographer in Jim corbett,Wedding Photographers,wedding-photographers,Ramnagar,ramnagar,Ranikhet Rd,"3rd floor, asthan mall, Ranikhet Rd, Ramnagar, Uttarakhand 244715",9109027048387,No Email found,https://srphotographywm.in/,244715,5,1842887227995441187,yes
garjiya-color-lab-garjialab-photography-wedding-photographer-in-jim-corbett-uttarakhand-near-bus-stand-ramnagar,"Garjiya Color Lab ( Garjialab photography ), Wedding Photographer in Jim Corbett Uttarakhand",Wedding Photographers,wedding-photographers,Ramnagar,ramnagar,near bus stand,"LIC Road, near bus stand, Ramnagar, Uttarakhand 244715",9107696786211,contact@garjiyacolorlab.com,https://www.garjiyacolorlab.com/,244715,4.7,12528232278767343592,yes
black-box-photo-studio-wedding-photographer-in-jim-corbett-kashipur-near-dena-bank-kashipur,"Black Box Photo Studio Wedding photographer in jim corbett, kashipur",Wedding Photographers,wedding-photographers,Kashipur,kashipur,near Dena Bank,"Rehan market, Ramnagar Rd, near Dena Bank, Kashipur, Uttarakhand 244713",9107900417786,,,244713,4.7,15387823882337937073,yes
studio-7-photography-destination-wedding-photography-jim-corbett-ramnagar-nainital-uttarakhand-near-by-prakash-residency-jim-corbett,Studio 7 Photography / Destination Wedding Photography / Jim Corbett Ramnagar Nainital Uttarakhand,Wedding Photographers,wedding-photographers,Jim Corbett,jim-corbett,near by Prakash Residency,"Jim Corbett National Park, Stadium Road, Ramnagar Rd, near by Prakash Residency, Kashipur, Uttarakhand 244713",9109997995675,,https://studio7photographers.com/,244713,4.6,14103259139322966106,yes
aman-sidhu-photography-sector-22-chandigarh,Aman Sidhu Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22,"7-8, Sector 22 Market Rd, Sector 22C, Sector 22, Chandigarh, 160022",9109888238352,No Email found,https://amansidhuphotography.com/,160022,4.8,17567604510478223658,yes
videocrafts-best-photographers-in-chandigarh-wedding-photography-service-sector-9-chandigarh,"Videocrafts - Best Photographers in Chandigarh, Wedding Photography Service",Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 9,"First floor, 56-57-58, Madhya Marg, 9-D, Sector 9, Chandigarh, 160009",9109888626212,No Email found,http://www.videocraftsindia.com/,160009,4.9,4016565438026133298,yes
sunny-dhiman-sector-21b-chandigarh,Sunny Dhiman,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 21B,"2nd Floor, 1276, Sector 21B, Chandigarh, 160022",9109888859791,No Email found,https://sunnydhiman.com/,160022,4.8,8719654131549317242,yes
parveen-rana-sector-38-chandigarh,Parveen Rana,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 38,"FIRST FLOOR, SCO.74, Sector 38C, Sector 38, Chandigarh, 160014",9109815824598,No Email found,https://www.parveenranaphotography.com/,160014,4.8,629763068341896420,yes
color-matte-sector-29-b-chandigarh,Color Matte,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 29 B,"#1136, Sector 29 B, Chandigarh, 160030",9109988993394,No Email found,https://colormattephotography.com/,160030,5,15467271429951042935,yes
studio-memory-lane-35c-chandigarh,Studio Memory Lane,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,35C,"SCO 453-454, First Floor, 35C, Chandigarh, 160022",9109779095000,info@studiomemorylane.com,https://studiomemorylane.in/,160022,4.6,16564691239922187375,yes
celebrate-movies-sector-31-chandigarh,Celebrate Movies,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 31,"1st Floor, SECTOR-31D, SCO 33, 31D, Sector 31, Chandigarh, 160030",9109814361352,intl-segmenter@11.7.10,https://www.celebratemovies.com/,160030,5,13833650181446311566,yes
cinestyle-india-seo-358-2nd-floor-chandigarh,Cinestyle India,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,SEO 358 2nd floor,"Sector 44D, SEO 358 2nd floor, Chandigarh, 160043",9109814404141,cinestyleindia@gmail.com,https://www.cinestyleindia.in/,160043,4.8,8307591124130015436,yes
we-make-production-industrial-area-phase-i-chandigarh,We Make Production,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Industrial Area Phase I,"Plot No 181/28, Industrial Area Phase I, Chandigarh, 160002",9109888241947,,,160002,4.9,14679644706367500286,yes
photoklicker-photography-chandigarh-sector-39-chandigarh,Photoklicker Photography-Chandigarh,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 39,"1052, 1, 39B, Sector 39, Chandigarh, 160036",9107060665772,info@photoklickerphotography.com,https://chandigarh.photoklickerphotography.com/,160036,5,6805958363723688297,yes
photographers-chandigarh-sector-41-chandigarh,Photographers Chandigarh,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 41,"Shop No. 41, Sector 41D, Badheri, Sector 41, Chandigarh, 160036",9109814682731,pal41sp@gmail.com,http://www.photographerschandigarh.com/,160036,4.5,15492292578528243558,yes
studio-swami-portraits-ram-darbar-chandigarh,Studio Swami Portraits,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Ram Darbar,"House No. 761, Gurudwara Masjid Road, Phase-2, Ram Darbar, Chandigarh, 160002",9109357576660,,,160002,4.9,15866845343841925891,yes
click-arts-sector-55-ajitgarh,Click Arts,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 55,"House Number 577 ,1st Floor, Phase 1, Sector 55, Sahibzada Ajit Singh Nagar, Punjab 160055",,,,160055,4.9,6251607519025855497,yes
red-veds-photography-vip-rd-zirakpur,Red Veds Photography,Wedding Photographers,wedding-photographers,Zirakpur,zirakpur,VIP Rd,"G-39, V I P Galleria, Market, VIP Rd, Zirakpur, Punjab 140603",9109888409200,Contact@redveds.com,https://www.redveds.com/,140603,4.9,4885946928522535875,yes
studio-naveen-sharma-photography-sector-52-chandigarh,Studio Naveen Sharma Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 52,"House Number 3031, LIG Housing Board, Sector 52, Chandigarh, 160062",9109417393335,,,160062,4.9,5322113843757293744,yes
vipul-sharma-sector-60-chandigarh,Vipul Sharma,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 60,"2nd floor, Sco 43, Phase 3B2, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059",9109569143227,photographyvipulsharma@gmail.com,https://www.vipulsharmaphotography.com/,160059,4.5,8859031933431833328,yes
anil-video-films-chandigarh-ajitgarh,Anil Video Films,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Chandigarh,"2nd Floor, SCF-31, Phase 2, Sector 54, Chandigarh, Sahibzada Ajit Singh Nagar, Punjab 160055",9109463410530,No Email found,https://www.instagram.com/anilvideofilms,160055,4.9,10575261063566271151,yes
vs-productions-best-wedding-photographer-in-chandigarh-and-pre-wedding-photographer-in-chandigarh-chandigarh-panchkula,VS Productions - Best Wedding Photographer in Chandigarh and Pre Wedding Photographer in Chandigarh,Wedding Photographers,wedding-photographers,Panchkula,panchkula,Chandigarh,"Pragati Apartment, Gh-4, Mansa Devi Complex, Sector 5, Chandigarh, Panchkula, Haryana 134107",9109888955590,No Email found,https://thevsproductions.com/,134107,4.9,6070431932888846903,yes
jassi-photography-sector-22-chandigarh,Jassi Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22,"1st Floor Cabin, 1 SCO 1128, 29, Himalaya Marg, Sector 22B, Sector 22, Chandigarh, 160022",,No Email found,https://jassiphotographytricity.com/,160022,4.9,10589845791850558588,yes
deepak-photography-studio-sahibzada-ajit-singh-nagar-ajitgarh,Deepak Photography Studio,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sahibzada Ajit Singh Nagar,"Shop no. 318, Janta market, 3b1, Sector 60, Sahibzada Ajit Singh Nagar, Chandigarh, Punjab 160059",9109815459131,,,160059,4.9,5084978867538142799,yes
shinning-studio-sector-22b-chandigarh,Shinning Studio,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22B,"SCO 1072-1073, TOP FLOOR, Sector 22B, Chandigarh, 160022",9109877022247,No Email found,https://www.instagram.com/shinningstudio/,160022,4.7,9689690499425353931,yes
elite-snappers-sector-9-chandigarh,Elite Snappers,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 9,"SCO 22, 23, Madhya Marg, 9-D, Sector 9, Chandigarh, 160009",9109815978202,Partner-4@2x.png,http://www.elitesnappers.com/,160009,5,1682806679516063974,yes
deep-studios-sector-70-ajitgarh,Deep Studios,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 70,"SCO 952, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071",9109888503094,,,160071,4.6,10102287345732386514,yes
wedding-photographers-chandigarh-chitra-arth-photography-sector-23-chandigarh,Wedding Photographers Chandigarh - Chitra Arth Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 23,"3624, 2nd Floor, Sector 23 Market Rd, 23D, Sector 23, Chandigarh, 160023",9108146158458,,,160023,4.9,18350827829411891657,yes
flashback-creations-photography-sector-7-chandigarh,Flashback Creations Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 7,"First Floor, SCO 193, Sector 7-C, Sector 7, Chandigarh, 160019",9109815443389,intl-segmenter@11.7.10,https://flashbackcreation.com/,160019,5,3582945354599262195,yes
deep-dhiman-sahibzada-ajit-singh-nagar-chandigarh,Deep Dhiman,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sahibzada Ajit Singh Nagar,"2nd Floor, 3515/2, 3515, Sector 35D, Sector 35, Sahibzada Ajit Singh Nagar, Chandigarh, 160022",9109888737264,No Email found,https://www.deepdhimanphotography.com/,160022,4.8,4427425104590292149,yes
himanshu-sharma-sector-49-d-chandigarh,Himanshu Sharma,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 49 D,"GF Housing Board complex, 2790, Sector 49 D, Chandigarh, 160047",9107889283349,No Email found,https://www.instagram.com/_himanshusharmaphotography?igsh=MXF5cml1OGZrOGo5bA==&utm_source=qr,160047,5,2829717586646106101,yes
garry-luthra-sector-79-ajitgarh,Garry Luthra,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 79,"#826, 2nd Floor, Sector 79, Sahibzada Ajit Singh Nagar, Punjab 140308",9109888100253,info@example.com,https://garryluthra.com/,140308,4.9,12755414625826438460,yes
tejees-studio-17e-chandigarh,Tejees Studio,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,17E,"SCO-11,1st floor, 17E, Chandigarh, 160017",9109815666800,,,160017,4.7,3031892573370843549,yes
nindi-studios-phase-5-ajitgarh,Nindi Studios,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Phase 5,"SCF 70, Second Floor, Phase 5, Sahibzada Ajit Singh Nagar, Punjab 160059",9109888983857,info@nindistudios.com,https://www.nindistudios.com/,160059,4.8,16515768945896299303,yes
manoj-films-sector-22b-chandigarh,Manoj Films,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22B,"SCO 1074-75 , LEVEL 1 , SEC, Sector 22B, Chandigarh, 160022",9109888546418,,https://manojfilmsphotography.in/,160022,4.7,14054818753008125570,yes
mohit-bhardwaj-photography-sector-19-chandigarh,Mohit Bhardwaj Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 19,"19D, Sector 19, Chandigarh, 160019",9109888409200,Contact@redveds.com,http://www.iammohitbhardwaj.com/,160019,5,14001516653190351058,yes
weclickstories-industrial-area-phase-2-chandigarh,WeClickStories,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Industrial Area Phase 2,"Plot No 927, First Floor, Industrial Area Phase 2, Chandigarh, 160002",,hello@weclickstories.com,http://www.weclickstories.com/,160002,4.8,4566474927323857853,yes
the-wedding-delight-sector-20-chandigarh,The Wedding Delight,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 20,"SCO 2, Sector 20D, Sector 20, Chandigarh, 160020",,,,160020,5,13614699233896750481,yes
dua-photos-sector-12-a-panchkula,Dua Photos,Wedding Photographers,wedding-photographers,Panchkula,panchkula,Sector 12-A,"Booth No 145, adjoining Dr Lal Path, Sector 12-A, Panchkula, Haryana 134112",9109417316014,,,134112,5,17019456190438640086,yes
peppynite-sector-7-chandigarh,Peppynite,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 7,"SCO 196, Sector 7-C, Sector 7, Chandigarh, 160019",9108264098059,info@peppynite.com,https://peppynite.com/,160019,4.1,4715599143213665676,yes
luxmi-portraits-sector-35-chandigarh,Luxmi Portraits,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 35,"sco 301, 35B, Sector 35, Chandigarh, 160022",9109915849997,No Email found,http://luxmiportraits.blogspot.com/,160022,4.7,5543465831415703285,yes
daas-films-sector-77-ajitgarh,Daas Films,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 77,"1024, Sector 77, Sahibzada Ajit Singh Nagar, Punjab 140308",9108725070995,No Email found,https://www.instagram.com/daasfilms/?hl=en,140308,4.9,345896481445543196,yes
crown-studio-photography-sector-23-chandigarh,Crown Studio Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 23,"3158, D, 23D, Sector 23, Chandigarh, 160023",9109876896261,,,160023,4.9,14642558027275561593,yes
shaadi-saga-photography-zirakpur-chandigarh,Shaadi Saga Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Zirakpur,"15th Floor, Unit No. 50, Sushma Infinium, S.A, S Nagar, Zirakpur, Mohali, Punjab 140603",9108427079471,No Email found,https://shaadisagaphotography.com/,140603,5,9733275605992662128,yes
aroras-photography-dhakoli-zirakpur,Arora's Photography,Wedding Photographers,wedding-photographers,Zirakpur,zirakpur,Dhakoli,"Sco -19, Guru Nanak Enclave, Dhakoli, Zirakpur, Punjab 160104",9109888860087,No Email found,https://www.facebook.com/PremStudio25,160104,4.9,2432017506528116812,yes
satguru-digital-studio-colour-lab-baltana-zirakpur,Satguru Digital Studio & Colour Lab,Wedding Photographers,wedding-photographers,Zirakpur,zirakpur,Baltana,"Peer Baba Rd, Saini Vihar Phase 3, Baltana, Zirakpur, Punjab 140604",9109988146519,No Email found,http://www.instagram.com/satguru_photography2007%20%20https://youtube.com/@satguru_photography2007,140604,4.9,12606119199990826733,yes
moving-miles-films-sector-37-chandigarh,Moving Miles Films,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 37,"Sco 373, First floor, Sector 37 d, 37D, Sector 37, Chandigarh, 160036",9109814472690,No Email found,https://movingmilesfilms.com/,160036,4.9,9322240629110420504,yes
vipin-bhanot-sector-20a-chandigarh,Vipin Bhanot,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 20A,"House No. 1020 Ground Floor, Sector 20A, Chandigarh, 160020",9108528280101,,,160020,4.9,17056730341138347299,yes
safarsaga-films-sector-73-ajitgarh,Safarsaga Films,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 73,"E122, Phase 7, Industrial Area, Sector 73, Sahibzada Ajit Singh Nagar, Punjab 160055",9109646219269,safarsagafilms@gmail.com,http://www.safarsaga.com/,160055,4.2,6082576133534080129,yes
musafir-sahil-photography-sector-19-chandigarh,Musafir Sahil Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 19,"3350, 19D, Sector 19, Chandigarh, 160019",,No Email found,https://www.instagram.com/musafir.sahil/,160019,5,3746735959692373020,yes
procolor-sector-35-chandigarh,Procolor,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 35,"SCO 445-446, 1st Floor, Himalaya Marg, 35C, Sector 35, Chandigarh, 160022",9109569919987,dab2873be32f4034ad111643c52c98c0@sentry.io,https://www.procolor.in/,160022,4.3,16702693450465640520,yes
amit-sood-photography-sector-8-panchkula,Amit Sood Photography,Wedding Photographers,wedding-photographers,Panchkula,panchkula,Sector 8,"SCO 370, Sector 8, Panchkula, Haryana 134109",9109417209555,,,134109,4.7,17554974857852899079,yes
perfect-pixels-production-industrial-area-phase-i-chandigarh,Perfect Pixels Production,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Industrial Area Phase I,"First floor, 34 MW, MW, Industrial Area Phase I, Chandigarh, 160002",9109555955543,letstalk@3plens.com,https://3plens.com/,160002,4.6,10458133574038515727,yes
buddy-bear-photography-sector-21-chandigarh,Buddy Bear Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 21,"House no 2168, Sector 21C, Sector 21, Chandigarh, 160022",9107341138464,dab2873be32f4034ad111643c52c98c0@sentry.io,http://www.buddybearphotography.com/,160022,4.9,8889802980851214024,yes
bobby-singh-photography-zamidhara-enclave-chandigarh,Bobby singh photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,zamidhara enclave,"pind, House no - 28, New, near by Bhabat, Gurdev Nagar, zamidhara enclave, Zirakpur, Punjab 140603",,No Email found,https://www.facebook.com/Bishtstudio/,140603,4.9,9646651915013235630,yes
alive-portraits-sector-21-chandigarh,Alive Portraits,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 21,"Sector 21C, Sector 21, Chandigarh, 160022",9107837121283,intl-segmenter@11.7.10,https://share.google/JlxVlOyFWASmIEky5,160022,5,8739031901342325872,yes
royal-click-photography-sector-61-ajitgarh,Royal Click Photography,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Sector 61,"Booth No. 12, opposite Chawla Hospital, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062",9109814510525,No Email found,https://www.royalclickphotography.com/,160062,4.8,64216727196041922,yes
sants-photography-tarf-kumbra-ajitgarh,Sants Photography,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Tarf Kumbra,"A 411, Bestech Business Tower, Parkview Residence Colony, Tarf Kumbra, Sahibzada Ajit Singh Nagar, Punjab 160062",9109872688337,help@smugmug.com,http://www.santsphotography.com/,160062,4.7,10060264269502973446,yes
cr-studio-sector-25-chandigarh,CR STUDIO,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 25,"299, 25D, Slum, Sector 25, Chandigarh, 160014",,,,160014,5,15954093070341295899,yes
procolor-photography-academy-sector-35-chandigarh,PROCOLOR Photography Academy,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 35,"1st FLOOR, SCO- 445-446, 35C, Sector 35, Chandigarh, 160022",9109569919985,No Email found,http://www.procolorschool.com/,160022,4.5,9222928039376065197,yes
creative-framez-photography-sector-11-panchkula,Creative Framez Photography,Wedding Photographers,wedding-photographers,Panchkula,panchkula,Sector 11,"Sco 42, Sector 11, Panchkula, Haryana 134112",9109876222205,framezcreative@gmail.com,http://www.creativeframez.com/,134112,4.8,4496671024729754732,yes
ads-studio-sector-35-chandigarh,ADS Studio,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 35,"Sector 35D, Sector 35, Chandigarh, 160022",9109855503521,No Email found,https://www.instagram.com/adsmediawork/,160022,4.7,13519261734721011221,yes
syal-photo-studio-sector-38-chandigarh,Syal Photo Studio,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 38,"Shop No 33, Luxmi Market, Sector 38C, Sector 38, Chandigarh, 160014",9109646213488,syalphotostudiochd@gmail.com,https://sharedigitalcard.com/syalphotostudio,160014,4.8,14529330923723922162,yes
aj-frames-chandigarh-ajitgarh,AJ Frames,Wedding Photographers,wedding-photographers,Ajitgarh,ajitgarh,Chandigarh,"CHANDIGARH HOUSING BOARD SOCIETY, 2032-B, Block No 22, sector 63, Chandigarh, Sahibzada Ajit Singh Nagar, Chandigarh 160047",,No Email found,https://ajframestudios.blogspot.com/,160047,4.7,8407044013440395312,yes
candid-lights-chandigarh-sector-45a-chandigarh,Candid Lights Chandigarh,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,SECTOR 45A,"45A, SECTOR 45A, Chandigarh, 160047",9107307371331,No Email found,https://www.instagram.com/candidlights_chandigarh/,160047,4.9,12768288558444318567,yes
amit-sama-photography-chandigarh-chandigarh,Amit Sama Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Chandigarh,,9108556899801,No Email found,https://www.instagram.com/amitsama.photography/,,5,15050500712231968423,yes
bloomwed-stories-sector-13-chandigarh,BloomWed Stories,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 13,"House No 5919, Modern Housing Complex, Sector 13, Chandigarh, 160101",9109888991110,info@ndiscovered.com,https://www.bloomwedstories.com/,160101,5,6495513660175479328,yes
click-n-capture-sector-22-chandigarh,Click N Capture,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22,"2nd floor, Photography & Mobile Market, 1022-23, Sector 22B, Sector 22, Chandigarh, 160022",9109357575550,,,160022,4.9,12261755011787980059,yes
roshan-46-sector-46-chandigarh,ROSHAN 46,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 46,"74, Chandi Path, Sector 46C, Sector 46, Chandigarh, 160047",9107439174391,No Email found,http://www.studioroshan46.com/,160047,3.9,10803771972232346322,yes
tricity-photography-best-candid-traditional-wedding-photographers-in-chandigarh-sector-44b-chandigarh,Tricity Photography: Best Candid & Traditional Wedding Photographers in Chandigarh,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 44B,"1142, 44B, Sector 44B, Chandigarh, 160043",9107814285466,tricityphotography17@gmail.com,https://linktr.ee/tricityphotography,160043,4.9,2932186200621740436,yes
the-happyfella-studio-sector-22-chandigarh,The HappyFella Studio,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 22,"SCO 1072, Sector 22B, Sector 22, Chandigarh, 160022",9109988389886,thehappyfellastudio@gmail.com,http://www.thehappyfellastudio.com/,160022,5,2861358784123231292,yes
guri-rupal-photography-sector-27-chandigarh,Guri Rupal Photography,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 27,"3270, Sector 27D, Sector 27, Chandigarh, 160019",9109815290715,,http://www.gurirupalphotography.com/,160019,5,6552433166355251195,yes
the-last-bench-photographers-sector-21-chandigarh,THE LAST BENCH PHOTOGRAPHERS,Wedding Photographers,wedding-photographers,Chandigarh,chandigarh,Sector 21,"Plot 1285, Sec, Sector 21B, Sector 21, Chandigarh, 160022",,No Email found,https://www.instagram.com/thelastbenchphotographers/,160022,4.3,3241709244168180740,yes
